ID	gene_family	genbank_protein_accession	genbank_nucleotide_accession	class	subclass	pubmed_reference	product_name	Resistance Mechanism
ARO:3002598	aminoglycoside bifunctional resistance protein	AAL51021.2	AF453998.2	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004090	ANT(3'')	ENU91137.1	APPC01000022.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004091	ANT(3'')	ESK39014.1	AYEQ01000163.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002623	ANT(4')	AAA92254.1	K02551.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3003905	ANT(4')	AAO83986.1	EF540343.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002624	ANT(4')	AAA25717.1	M98270.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002625	ANT(4')	AAM76670.1	AY114142.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002626	ANT(6)	AHE40557.1	KF648874.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002629	ANT(6)	CBH51824.1	FN594949.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002630	ANT(9)	CAA26428.1	X02588.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3007401	ANT(9)	AAA16527.1	M69221.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3007515	ANT(9)	QWQ57435.1	MZ241296.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002634	APH(2'')	AAX38178.1	AY939911.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004191	APH(2'')	AAW34150.1	AY701528.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002669	APH(2'')	AGV10818.1	CP004067.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002635	APH(2'')	AAK63040.1	AF337947.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002636	APH(2'')	AAB49832.1	U51479.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002637	APH(2'')	AAC14693.1	AF016483.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002638	APH(3'')	CAA37605.1	X53527.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002641	APH(3')	CAE51638.1	BX664015.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002639	APH(3'')	ABK33456.1	AF313472.2	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002642	APH(3')	AAA26412.1	M20305.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002640	APH(3'')	ABC68330.1	DQ336355.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002644	APH(3')	CAA23892.1	V00618.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002645	APH(3')	CAA62365.1	X90856.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002646	APH(3')	ADQ43421.1	HQ424460.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002647	APH(3')	AGV10830.1	CP004067.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002648	APH(3')	CAA27061.1	X03364.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004087	APH(3')	ENV34035.1	APPN01000061.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002649	APH(3')	AAA26699.1	K00432.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002650	APH(3')	AAC32025.1	M22126.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002651	APH(3')	AAB21326.1	S81599.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002652	APH(3')	CAA30578.1	X07753.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002653	APH(3')	CAF29483.1	AJ627643.4	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002654	APH(3')	AAA76822.1	M29953.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004680	APH(3')	AAG11411.2	AF182845.2	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004086	APH(3')	EPF73263.1	ATGI01000028.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002655	APH(4)	CAA24743.1	V01499.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002656	APH(4)	CAA52372.1	X74325.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002657	APH(6)	CAA68516.1	Y00459.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002658	APH(6)	CAA29136.1	X05648.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002659	APH(6)	CAA25854.1	X01702.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002660	APH(6)	AAC23556.1	AF024602.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002661	APH(7'')	CAA27276.1	X03615.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002662	APH(9)	AAB58447.1	U94857.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002663	APH(9)	AAB66655.1	U70376.2	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3007539	APH(9)	WCI13726.1	ON693243.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004675	APH(3')	CAD91341.1	Y18050.2	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3003918	AAC(2')	CBL58181.1	FN806789.3	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3002993	AQU beta-lactamase	BAM76830.1	AB765395.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004647	AQU beta-lactamase	AHF82023.1	KF730243.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004648	AQU beta-lactamase	AHF82024.1	KF730244.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004734	ARL Beta-lactamase	APY23733.1	KY363215.1	penam	penam	-		antibiotic inactivation
ARO:3004735	ARL Beta-lactamase	APY23841.1	KY363207.1	penam	penam	-		antibiotic inactivation
ARO:3004736	ARL Beta-lactamase	APY23844.1	KY363208.1	penam	penam	-		antibiotic inactivation
ARO:3004737	ARL Beta-lactamase	APY23838.1	KY363206.1	penam	penam	-		antibiotic inactivation
ARO:3004738	ARL Beta-lactamase	APY23862.1	KY363214.1	penam	penam	-		antibiotic inactivation
ARO:3004739	ARL Beta-lactamase	APY23865.1	KY464892.1	penam	penam	-		antibiotic inactivation
ARO:3000838	major facilitator superfamily (MFS) antibiotic efflux pump	ATC67679.1	CP023390.1	disinfecting agents and antiseptics;fluoroquinolone antibiotic	disinfecting agents and antiseptics;fluoroquinolone antibiotic	-		antibiotic efflux
ARO:3000839	major facilitator superfamily (MFS) antibiotic efflux pump	ABD30512.1	CP000253.1	disinfecting agents and antiseptics;fluoroquinolone antibiotic	disinfecting agents and antiseptics;fluoroquinolone antibiotic	-		antibiotic efflux
ARO:3000858	16S rRNA methyltransferase (G1405)	ADC55560.1	GU437214.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic target alteration
ARO:3004056	resistance-nodulation-cell division (RND) antibiotic efflux pump	AAG07106.1	AE004091.2	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3002985	pmr phosphoethanolamine transferase	AAG06942.1	AE004091.2	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3005053	pmr phosphoethanolamine transferase	CDO12042.1	FO834906.1	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3002846	rifampin ADP-ribosyltransferase (Arr)	AAC05822.1	AF001493.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002847	rifampin ADP-ribosyltransferase (Arr)	AAC64366.1	AF078527.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002848	rifampin ADP-ribosyltransferase (Arr)	ACD56151.1	EU675686.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002849	rifampin ADP-ribosyltransferase (Arr)	ABV26705.1	EF660562.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002850	rifampin ADP-ribosyltransferase (Arr)	ABV26707.1	EF660563.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002852	rifampin ADP-ribosyltransferase (Arr)	CAZ48628.1	FN397623.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3002853	rifampin ADP-ribosyltransferase (Arr)	AGC29882.1	KC199968.1	rifamycin antibiotic	rifamycin antibiotic	-		antibiotic inactivation
ARO:3004740	AST Beta-lactamase	AAG44836.1	AF279904.1	cephalosporin;penam	cephalosporin;penam	-		antibiotic inactivation
ARO:3006897	AXC beta-lactamase	WP_020924773.1	NG_061617.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006898	AXC beta-lactamase	WP_100505522.1	NG_066501.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006899	AXC beta-lactamase	WP_081330264.1	NG_066502.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006900	AXC beta-lactamase	WP_150823464.1	NG_066503.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006901	AXC beta-lactamase	WP_150823465.1	NG_066504.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3004143	resistance-nodulation-cell division (RND) antibiotic efflux pump	EGP45232.2	AFRQ01000061.1	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	-		antibiotic efflux
ARO:3004144	resistance-nodulation-cell division (RND) antibiotic efflux pump	EGP45231.1	AFRQ01000061.1	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	-		antibiotic efflux
ARO:3004145	resistance-nodulation-cell division (RND) antibiotic efflux pump	EGP45233.1	AFRQ01000061.1	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	aminoglycoside antibiotic;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic	-		antibiotic efflux;antibiotic target alteration
ARO:3002986	undecaprenyl pyrophosphate related proteins	AAC76093.1	U00096.3	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3002672	chloramphenicol acetyltransferase (CAT)	AAA22289.1	K00544.1	phenicol antibiotic	phenicol antibiotic	-		antibiotic inactivation
ARO:3003324	defensin resistant mprF	CAX52582.1	AL009126.3	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3003788	daptomycin resistant pgsA	BAB95031.1	BA000033.2	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3007073	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	CAB11883.2	AL009126.3	peptide antibiotic;rifamycin antibiotic	peptide antibiotic;rifamycin antibiotic	-		antibiotic target alteration;antibiotic target replacement
ARO:3007527	spectinomycin resistant rpsE	NP_388014.1	NC_000964.3	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic target alteration
ARO:3000828	resistance-nodulation-cell division (RND) antibiotic efflux pump	ADF62940.1	CP001918.1	aminocoumarin antibiotic;aminoglycoside antibiotic	aminocoumarin antibiotic;aminoglycoside antibiotic	-		antibiotic efflux
ARO:3000829	resistance-nodulation-cell division (RND) antibiotic efflux pump	ADF62939.1	CP001918.1	aminocoumarin antibiotic;aminoglycoside antibiotic	aminocoumarin antibiotic;aminoglycoside antibiotic	-		antibiotic efflux
ARO:3003984	Bah amidohydrolase	APB03218.1	KX531048.1	peptide antibiotic	peptide antibiotic	-		antibiotic inactivation
ARO:3003297	fluoroquinolone resistant gyrA	AAL82403.1	AF469609.1	fluoroquinolone antibiotic;nybomycin-like antibiotic	fluoroquinolone antibiotic;nybomycin-like antibiotic	-		antibiotic target alteration
ARO:3003302	aminocoumarin resistant gyrB	ABM44583.1	CP000524.1	aminocoumarin antibiotic	aminocoumarin antibiotic	-		antibiotic target alteration
ARO:3003582	pmr phosphoethanolamine transferase	AAG08162.1	AE004091.2	peptide antibiotic	peptide antibiotic	-		antibiotic efflux;antibiotic target alteration
ARO:3003583	pmr phosphoethanolamine transferase	AEX49906.1	JQ340365.1	peptide antibiotic	peptide antibiotic	-		antibiotic efflux;antibiotic target alteration
ARO:3004747	BAT Beta-lactamase	EIM09515.1	AJRJ01000061.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3002877	class A Bacillus cereus Bc beta-lactamase	CAA29819.1	X06599.1	cephalosporin;penem	cephalosporin;penem	-		antibiotic inactivation
ARO:3002878	subclass B1 Bacillus cereus Bc beta-lactamase	AAA22562.1	M19530.1	cephalosporin;penam	cephalosporin;penam	-		antibiotic inactivation
ARO:3007101	class A Bacillus cereus Bc beta-lactamase	EJR72097.1	AHFI01000047.1	cephalosporin;penem	cephalosporin;penem	-		antibiotic inactivation
ARO:3004749	BCL Beta-lactamase	ABU39980.1	EF540343.1	penam	penam	-		antibiotic inactivation
ARO:3003801	major facilitator superfamily (MFS) antibiotic efflux pump	ALV80601.1	CP012901.1	bicyclomycin-like antibiotic	bicyclomycin-like antibiotic	-		antibiotic efflux
ARO:3002987	ATP-binding cassette (ABC) antibiotic efflux pump	AAA99504.1	L20573.1	peptide antibiotic	peptide antibiotic	-		antibiotic efflux
ARO:3002988	ATP-binding cassette (ABC) antibiotic efflux pump	AAA99505.1	L20573.1	peptide antibiotic	peptide antibiotic	-		antibiotic efflux
ARO:3003250	undecaprenyl pyrophosphate related proteins	AAA99503.1	L20573.1	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3002385	BEL beta-lactamase	AAZ04368.1	DQ089809.1	cephalosporin;monobactam;penam	cephalosporin;monobactam;penam	-		antibiotic inactivation
ARO:3002386	BEL beta-lactamase	ACV69996.1	FJ666063.1	cephalosporin;monobactam;penam	cephalosporin;monobactam;penam	-		antibiotic inactivation
ARO:3002387	BEL beta-lactamase	ACT09140.1	GQ202694.1	cephalosporin;monobactam;penam	cephalosporin;monobactam;penam	-		antibiotic inactivation
ARO:3006154	BEL beta-lactamase	WP_065158950.1	NG_050978.1	cephalosporin;monobactam;penam	cephalosporin;monobactam;penam	-		antibiotic inactivation
ARO:3004751	BES Beta-lactamase	AAF61147.1	AF234999.1	penam	penam	-		antibiotic inactivation
ARO:3004753	BIC Beta-lactamase	ADB56658.1	GQ260093.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3004480	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	WP_041777404.1	NC_008618.1	peptide antibiotic;rifamycin antibiotic	peptide antibiotic;rifamycin antibiotic	-		antibiotic target alteration;antibiotic target replacement
ARO:3003730	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	ADP36409.1	CP001840.1	mupirocin-like antibiotic	mupirocin-like antibiotic	-		antibiotic target alteration
ARO:3004755	BIL Beta-lactamase	CAA52618.1	X74512.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3000856	BJP beta-lactamase	AND91341.1	CP011360.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3004757	BKC Beta-lactamase	AKD43328.1	KP689347.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006223	BKC Beta-lactamase	WP_171476787.1	NG_068505.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3000090	class A Bacillus anthracis Bla beta-lactamase	AAR20595.1	AY453161.1	penam	penam	-		antibiotic inactivation
